Gene Name Source,Gene Name Target,log2FC_PSM,weight,specificity,PSM_risk,PSM_nonrisk,Interaction,in_cad_gwas,in_biogrid,in_cad_eqtl,in_cad_gwas_aragam_2022,in_condition_specific_eqtl,in_condition_specific_sqtl,in_smc_elevated,source_harmonized,target_harmonized,source_primary_category,target_primary_category,specificity_target,in_biogrid_edge,source_for_target
NOB1,WDR6,-4.437405312,4.437405312,nonrisk-specific,0,20.66666667,Interaction,NO,NO,NO,NO,YES,NO,NO,NOB1,WDR6,Ion Binding,Nucleic Acid Binding,nonrisk-specific,NO,NOB1
PARP12,AHCYL2,2,2,risk-specific,3,0,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,AHCYL2,Catalytic/Enzymatic,Catalytic/Enzymatic,risk-specific,NO,PARP12
PARP12,RBM12B,2.321928095,2.321928095,risk-specific,4,0,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,RBM12B,Catalytic/Enzymatic,Nucleic Acid Binding,risk-specific,NO,PARP12
PARP12,RBMXL1,-0.349942471,0.349942471,shared,16,20.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,RBMXL1,Catalytic/Enzymatic,Transcription/Translation,shared,NO,PARP12
PARP12,RBMXL1,-0.349942471,0.349942471,shared,16,20.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,RBMXL1,Catalytic/Enzymatic,Transcription/Translation,shared,NO,PARP12
PARP12,SRSF6,3.906890596,3.906890596,risk-specific,14,0,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,SRSF6,Catalytic/Enzymatic,Transcription/Translation,risk-specific,NO,PARP12
PARP12,ATXN2L,-2.874469118,2.874469118,nonrisk-specific,0,6.333333333,Interaction,NO,NO,NO,NO,NO,YES,NO,PARP12,ATXN2L,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,PARP12
PARP12,CASC3,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,CASC3,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,EHMT2,-3.321928095,3.321928095,nonrisk-specific,0,9,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,EHMT2,Catalytic/Enzymatic,Catalytic/Enzymatic,nonrisk-specific,NO,PARP12
PARP12,EPB41L2,-4.115477217,4.115477217,nonrisk-specific,0,16.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,PARP12,EPB41L2,Catalytic/Enzymatic,Structural,nonrisk-specific,NO,PARP12
PARP12,FMR1,-3.459431619,3.459431619,nonrisk-specific,0,10,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,FMR1,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,FYTTD1,-3.459431619,3.459431619,nonrisk-specific,0,10,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,FYTTD1,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,PARP12
PARP12,G3BP1,-3.321928095,3.321928095,nonrisk-specific,0,9,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,G3BP1,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,PARP12
PARP12,HNRNPDL,-2.874469118,2.874469118,nonrisk-specific,0,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,HNRNPDL,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,PARP12
PARP12,KIF1C,-3.115477217,3.115477217,nonrisk-specific,0,7.666666667,Interaction,NO,NO,NO,NO,YES,NO,NO,PARP12,KIF1C,Catalytic/Enzymatic,Vesicle/Transport,nonrisk-specific,NO,PARP12
PARP12,MAGOH,-3.502500341,3.502500341,nonrisk-specific,0,10.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,MAGOH,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,MRPL35,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,MRPL35,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,MRPL42,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,MRPL42,Catalytic/Enzymatic,Membrane/Transmembrane,nonrisk-specific,NO,PARP12
PARP12,MYO1E,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,MYO1E,Catalytic/Enzymatic,Structural,nonrisk-specific,NO,PARP12
PARP12,NKTR,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,NKTR,Catalytic/Enzymatic,Catalytic/Enzymatic,nonrisk-specific,NO,PARP12
PARP12,PABPC4L,-3.624490865,3.624490865,nonrisk-specific,0,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,PABPC4L,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,PARP12
PARP12,PABPN1,-4.029747343,4.029747343,nonrisk-specific,0,15.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,PABPN1,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,PARP2,-3.502500341,3.502500341,nonrisk-specific,0,10.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,PARP12,PARP2,Catalytic/Enzymatic,Catalytic/Enzymatic,nonrisk-specific,NO,PARP12
PARP12,PASK,-4.321928095,4.321928095,nonrisk-specific,0,19,Interaction,NO,NO,NO,NO,NO,YES,NO,PARP12,PASK,Catalytic/Enzymatic,Catalytic/Enzymatic,nonrisk-specific,NO,PARP12
PARP12,PNISR,-2.584962501,2.584962501,nonrisk-specific,0,5,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,PNISR,Catalytic/Enzymatic,Membrane/Transmembrane,nonrisk-specific,NO,PARP12
PARP12,PNN,-5.029747343,5.029747343,nonrisk-specific,0,31.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,PNN,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,PUM2,-3.169925001,3.169925001,nonrisk-specific,0,8,Interaction,NO,NO,NO,NO,NO,YES,NO,PARP12,PUM2,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,RNPC3,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,YES,NO,PARP12,RNPC3,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,RPA1,-3.36923381,3.36923381,nonrisk-specific,0,9.333333333,Interaction,NO,YES,NO,NO,NO,NO,NO,PARP12,RPA1,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,YES,PARP12
PARP12,SAFB2,-3.841302254,3.841302254,nonrisk-specific,0,13.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,SAFB2,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,PARP12
PARP12,SAP18,-4.029747343,4.029747343,nonrisk-specific,0,15.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,SAP18,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,SEPTIN11,-3.115477217,3.115477217,nonrisk-specific,0,7.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,SEPTIN11,Catalytic/Enzymatic,Structural,nonrisk-specific,NO,PARP12
PARP12,WRN,-3.415037499,3.415037499,nonrisk-specific,0,9.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,WRN,Catalytic/Enzymatic,Catalytic/Enzymatic,nonrisk-specific,NO,PARP12
PARP12,ZC3H3,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,PARP12,ZC3H3,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
PARP12,ZPR1,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,PARP12,ZPR1,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,PARP12
RP11-77K12-1,ECHS1,-4.922832139,4.922832139,nonrisk-specific,0,29.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,CFDP1,ECHS1,Apoptosis/Cell Death,Catalytic/Enzymatic,nonrisk-specific,NO,RP11-77K12-1
RP11-77K12-1,GPX4,-3.058893689,3.058893689,nonrisk-specific,0,7.333333333,Interaction,NO,NO,NO,NO,NO,YES,NO,CFDP1,GPX4,Apoptosis/Cell Death,Metabolic,nonrisk-specific,NO,RP11-77K12-1
RP11-77K12-1,LANCL2,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,CFDP1,LANCL2,Apoptosis/Cell Death,Membrane/Transmembrane,nonrisk-specific,NO,RP11-77K12-1
RP11-77K12-1,PGP,-2.321928095,2.321928095,nonrisk-specific,0,4,Interaction,NO,NO,NO,NO,NO,NO,NO,CFDP1,PGP,Apoptosis/Cell Death,Catalytic/Enzymatic,nonrisk-specific,NO,RP11-77K12-1
RP11-77K12-1,TBCE,-4.222392421,4.222392421,nonrisk-specific,0,17.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,CFDP1,TBCE,Apoptosis/Cell Death,Structural,nonrisk-specific,NO,RP11-77K12-1
RP11-77K12-1,UACA,-4.969626351,4.969626351,nonrisk-specific,0,30.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,CFDP1,UACA,Apoptosis/Cell Death,Signaling,nonrisk-specific,NO,RP11-77K12-1
SLC9A3R2,ARHGAP17,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,ARHGAP17,Membrane/Transmembrane,Signaling,nonrisk-specific,YES,SLC9A3R2
SLC9A3R2,ARHGEF6,-0.109624491,0.109624491,shared,11.66666667,12.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,ARHGEF6,Membrane/Transmembrane,Apoptosis/Cell Death,shared,YES,SLC9A3R2
SLC9A3R2,ARHGEF6,-0.109624491,0.109624491,shared,11.66666667,12.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,ARHGEF6,Membrane/Transmembrane,Apoptosis/Cell Death,shared,YES,SLC9A3R2
SLC9A3R2,ARHGEF7,-4.807354922,4.807354922,nonrisk-specific,0,27,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,ARHGEF7,Membrane/Transmembrane,Signaling,nonrisk-specific,YES,SLC9A3R2
SLC9A3R2,CACYBP,-0.073248982,0.073248982,shared,31,32.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,CACYBP,Membrane/Transmembrane,Catalytic/Enzymatic,shared,YES,SLC9A3R2
SLC9A3R2,CACYBP,-0.073248982,0.073248982,shared,31,32.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,CACYBP,Membrane/Transmembrane,Catalytic/Enzymatic,shared,YES,SLC9A3R2
SLC9A3R2,CTNNA1,-0.093109404,0.093109404,shared,4,4.333333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,CTNNA1,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,CTNNA1,-0.093109404,0.093109404,shared,4,4.333333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,CTNNA1,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,EIF3CL,0.033947332,0.033947332,shared,13.33333333,13,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,EIF3CL,Membrane/Transmembrane,Transcription/Translation,shared,NO,SLC9A3R2
SLC9A3R2,EIF3CL,0.033947332,0.033947332,shared,13.33333333,13,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,EIF3CL,Membrane/Transmembrane,Transcription/Translation,shared,NO,SLC9A3R2
SLC9A3R2,GIT1,0.050626073,0.050626073,shared,28,27,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,GIT1,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,GIT1,0.050626073,0.050626073,shared,28,27,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,GIT1,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,MCC,-0.648527629,0.648527629,shared,11.33333333,18.33333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,MCC,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,MCC,-0.648527629,0.648527629,shared,11.33333333,18.33333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,MCC,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,PLCB3,0,0,shared,35.33333333,35.33333333,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,PLCB3,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,PLCB3,0,0,shared,35.33333333,35.33333333,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,PLCB3,Membrane/Transmembrane,Signaling,shared,YES,SLC9A3R2
SLC9A3R2,PODXL,0,0,shared,2,2,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,PODXL,Membrane/Transmembrane,Structural,shared,YES,SLC9A3R2
SLC9A3R2,PODXL,0,0,shared,2,2,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,PODXL,Membrane/Transmembrane,Structural,shared,YES,SLC9A3R2
SLC9A3R2,PSMA7,-0.087462841,0.087462841,shared,9.666666667,10.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSMA7,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,PSMA7,-0.087462841,0.087462841,shared,9.666666667,10.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSMA7,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,PSMB4,-0.058893689,0.058893689,shared,7,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSMB4,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,PSMB4,-0.058893689,0.058893689,shared,7,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSMB4,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,PSMB6,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSMB6,Membrane/Transmembrane,Catalytic/Enzymatic,nonrisk-specific,NO,SLC9A3R2
SLC9A3R2,PSMB7,-0.432959407,0.432959407,shared,5.666666667,8,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSMB7,Membrane/Transmembrane,Catalytic/Enzymatic,shared,NO,SLC9A3R2
SLC9A3R2,PSMB7,-0.432959407,0.432959407,shared,5.666666667,8,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSMB7,Membrane/Transmembrane,Catalytic/Enzymatic,shared,NO,SLC9A3R2
SLC9A3R2,PSME3,0.206450877,0.206450877,shared,19,16.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSME3,Membrane/Transmembrane,Protein-Protein Interaction,shared,NO,SLC9A3R2
SLC9A3R2,PSME3,0.206450877,0.206450877,shared,19,16.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSME3,Membrane/Transmembrane,Protein-Protein Interaction,shared,NO,SLC9A3R2
SLC9A3R2,PSME4,0,0,shared,21.33333333,21.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSME4,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,PSME4,0,0,shared,21.33333333,21.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,PSME4,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,PSMF1,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,PSMF1,Membrane/Transmembrane,Ubiquitin/Degradation,nonrisk-specific,YES,SLC9A3R2
SLC9A3R2,SHKBP1,0,0,shared,5.666666667,5.666666667,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,SHKBP1,Membrane/Transmembrane,Membrane/Transmembrane,shared,YES,SLC9A3R2
SLC9A3R2,SHKBP1,0,0,shared,5.666666667,5.666666667,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,SHKBP1,Membrane/Transmembrane,Membrane/Transmembrane,shared,YES,SLC9A3R2
SLC9A3R2,SPTAN1,0.285402219,0.285402219,shared,12,9.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,SPTAN1,Membrane/Transmembrane,Structural,shared,NO,SLC9A3R2
SLC9A3R2,SPTAN1,0.285402219,0.285402219,shared,12,9.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,SPTAN1,Membrane/Transmembrane,Structural,shared,NO,SLC9A3R2
SLC9A3R2,TBC1D10A,-0.169925001,0.169925001,shared,9.666666667,11,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,TBC1D10A,Membrane/Transmembrane,Protein-Protein Interaction,shared,YES,SLC9A3R2
SLC9A3R2,TBC1D10A,-0.169925001,0.169925001,shared,9.666666667,11,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,TBC1D10A,Membrane/Transmembrane,Protein-Protein Interaction,shared,YES,SLC9A3R2
SLC9A3R2,TJP2,0.040077439,0.040077439,shared,23.33333333,22.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,NHERF2,TJP2,Membrane/Transmembrane,Cell-Cell Communication,shared,NO,SLC9A3R2
SLC9A3R2,TJP2,0.040077439,0.040077439,shared,23.33333333,22.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,NHERF2,TJP2,Membrane/Transmembrane,Cell-Cell Communication,shared,NO,SLC9A3R2
SLC9A3R2,TRIM58,-0.347923303,0.347923303,shared,6.333333333,8.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,TRIM58,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,TRIM58,-0.347923303,0.347923303,shared,6.333333333,8.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,TRIM58,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,UBE2H,0,0,shared,3,3,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,UBE2H,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,UBE2H,0,0,shared,3,3,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,UBE2H,Membrane/Transmembrane,Ubiquitin/Degradation,shared,NO,SLC9A3R2
SLC9A3R2,ZBED1,0.440572591,0.440572591,shared,11.66666667,8.333333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,ZBED1,Membrane/Transmembrane,Nucleic Acid Binding,shared,YES,SLC9A3R2
SLC9A3R2,ZBED1,0.440572591,0.440572591,shared,11.66666667,8.333333333,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,ZBED1,Membrane/Transmembrane,Nucleic Acid Binding,shared,YES,SLC9A3R2
SLC9A3R2,ARRB2,3.222392421,3.222392421,risk-specific,8.333333333,0,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,ARRB2,Membrane/Transmembrane,Signaling,risk-specific,YES,SLC9A3R2
SLC9A3R2,EZR,4.058893689,4.058893689,risk-specific,15.66666667,0,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,EZR,Membrane/Transmembrane,Structural,risk-specific,YES,SLC9A3R2
SLC9A3R2,FBXO38,1.874469118,1.874469118,risk-specific,2.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,FBXO38,Membrane/Transmembrane,Immune Response,risk-specific,NO,SLC9A3R2
SLC9A3R2,FYCO1,2.115477217,2.115477217,risk-specific,3.333333333,0,Interaction,NO,NO,NO,NO,YES,YES,NO,NHERF2,FYCO1,Membrane/Transmembrane,Vesicle/Transport,risk-specific,NO,SLC9A3R2
SLC9A3R2,OTULIN,2.321928095,2.321928095,risk-specific,4,0,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,OTULIN,Membrane/Transmembrane,Catalytic/Enzymatic,risk-specific,YES,SLC9A3R2
SLC9A3R2,POMP,1.874469118,1.874469118,risk-specific,2.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,NHERF2,POMP,Membrane/Transmembrane,Membrane/Transmembrane,risk-specific,NO,SLC9A3R2
SLC9A3R2,RDX,3.273018494,3.273018494,risk-specific,8.666666667,0,Interaction,NO,YES,NO,NO,NO,NO,NO,NHERF2,RDX,Membrane/Transmembrane,Structural,risk-specific,YES,SLC9A3R2
SLC9A3R2,RRM2B,2.321928095,2.321928095,risk-specific,4,0,Interaction,NO,YES,NO,NO,NO,YES,NO,NHERF2,RRM2B,Membrane/Transmembrane,Metabolic,risk-specific,YES,SLC9A3R2
SRP54,GIGYF2,-0.299560282,0.299560282,shared,7.666666667,9.666666667,Interaction,YES,NO,NO,YES,NO,YES,NO,SRP54,GIGYF2,Vesicle/Transport,Transcription/Translation,shared,NO,SRP54
SRP54,GIGYF2,-0.299560282,0.299560282,shared,7.666666667,9.666666667,Interaction,YES,NO,NO,YES,NO,YES,NO,SRP54,GIGYF2,Vesicle/Transport,Transcription/Translation,shared,NO,SRP54
SRP54,HNRNPH1,-3.459431619,3.459431619,nonrisk-specific,0,10,Interaction,NO,NO,NO,NO,NO,YES,NO,SRP54,HNRNPH1,Vesicle/Transport,Transcription/Translation,nonrisk-specific,NO,SRP54
SRP54,SRP19,-4.523561956,4.523561956,nonrisk-specific,0,22,Interaction,NO,YES,NO,NO,NO,NO,NO,SRP54,SRP19,Vesicle/Transport,Membrane/Transmembrane,nonrisk-specific,YES,SRP54
SRP54,TLE3,-2.874469118,2.874469118,nonrisk-specific,0,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,SRP54,TLE3,Vesicle/Transport,Transcription/Translation,nonrisk-specific,NO,SRP54
SRP54,CSTF2T,2.502500341,2.502500341,risk-specific,4.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,SRP54,CSTF2T,Vesicle/Transport,Nucleic Acid Binding,risk-specific,NO,SRP54
SRP54,PIK3C2A,3.415037499,3.415037499,risk-specific,9.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,SRP54,PIK3C2A,Vesicle/Transport,Vesicle/Transport,risk-specific,NO,SRP54
TRIM5,ACAD9,0.204013892,0.204013892,shared,29.33333333,25.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ACAD9,Catalytic/Enzymatic,Metabolic,shared,NO,TRIM5
TRIM5,ACAD9,0.204013892,0.204013892,shared,29.33333333,25.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ACAD9,Catalytic/Enzymatic,Metabolic,shared,NO,TRIM5
TRIM5,AMBRA1,0.334419039,0.334419039,shared,71.5,56.5,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,AMBRA1,Catalytic/Enzymatic,Autophagy,shared,NO,TRIM5
TRIM5,AMBRA1,0.334419039,0.334419039,shared,71.5,56.5,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,AMBRA1,Catalytic/Enzymatic,Autophagy,shared,NO,TRIM5
TRIM5,ATF1,-0.050626073,0.050626073,shared,8.333333333,8.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,ATF1,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ATF1,-0.050626073,0.050626073,shared,8.333333333,8.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,ATF1,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,CDCA2,2.222392421,2.222392421,risk-specific,3.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,CDCA2,Catalytic/Enzymatic,Catalytic/Enzymatic,risk-specific,NO,TRIM5
TRIM5,CDCA7,1.736965594,1.736965594,risk-specific,2.333333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,CDCA7,Catalytic/Enzymatic,Apoptosis/Cell Death,risk-specific,NO,TRIM5
TRIM5,CEP170,5.266786541,5.266786541,risk-specific,37.5,0,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,CEP170,Catalytic/Enzymatic,Membrane/Transmembrane,risk-specific,NO,TRIM5
TRIM5,CEP95,3.807354922,3.807354922,risk-specific,13,0,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,CEP95,Catalytic/Enzymatic,Membrane/Transmembrane,risk-specific,NO,TRIM5
TRIM5,CREB1,0.085729874,0.085729874,shared,16.33333333,15.33333333,Interaction,NO,YES,NO,NO,NO,NO,NO,TRIM5,CREB1,Catalytic/Enzymatic,Nucleic Acid Binding,shared,YES,TRIM5
TRIM5,CREB1,0.085729874,0.085729874,shared,16.33333333,15.33333333,Interaction,NO,YES,NO,NO,NO,NO,NO,TRIM5,CREB1,Catalytic/Enzymatic,Nucleic Acid Binding,shared,YES,TRIM5
TRIM5,CUEDC1,2,2,risk-specific,3,0,Interaction,NO,YES,NO,NO,NO,NO,NO,TRIM5,CUEDC1,Catalytic/Enzymatic,Protein-Protein Interaction,risk-specific,YES,TRIM5
TRIM5,DCAF6,4.426264755,4.426264755,risk-specific,20.5,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,DCAF6,Catalytic/Enzymatic,Catalytic/Enzymatic,risk-specific,NO,TRIM5
TRIM5,ENKD1,2.938599455,2.938599455,risk-specific,6.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ENKD1,Catalytic/Enzymatic,Structural,risk-specific,NO,TRIM5
TRIM5,FAM156A,2,2,risk-specific,3,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,FAM156A,Catalytic/Enzymatic,Membrane/Transmembrane,risk-specific,NO,TRIM5
TRIM5,FBXL19,0.152003093,0.152003093,shared,2.333333333,2,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,FBXL19,Catalytic/Enzymatic,Catalytic/Enzymatic,shared,NO,TRIM5
TRIM5,FBXL19,0.152003093,0.152003093,shared,2.333333333,2,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,FBXL19,Catalytic/Enzymatic,Catalytic/Enzymatic,shared,NO,TRIM5
TRIM5,GIGYF2,0,0,shared,3.666666667,3.666666667,Interaction,YES,NO,NO,YES,NO,YES,NO,TRIM5,GIGYF2,Catalytic/Enzymatic,Transcription/Translation,shared,NO,TRIM5
TRIM5,GIGYF2,0,0,shared,3.666666667,3.666666667,Interaction,YES,NO,NO,YES,NO,YES,NO,TRIM5,GIGYF2,Catalytic/Enzymatic,Transcription/Translation,shared,NO,TRIM5
TRIM5,GLE1,2.222392421,2.222392421,risk-specific,3.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,GLE1,Catalytic/Enzymatic,Transcription/Translation,risk-specific,NO,TRIM5
